data_period,store_id,store_name,region,city,store_format,monthly_footfall,total_transactions,revenue_inr_thousand,avg_basket_size_inr,loyalty_transactions,loyalty_sales_contribution_pct,pickup_orders,pickup_fulfillment_rate_pct,online_sales_pct,fresh_wastage_pct,stockout_incidents,on_shelf_availability_pct,avg_days_to_expiry_fresh_produce,avg_checkout_wait_min,customer_complaints,avg_customer_rating,staff_utilisation_pct,top_revenue_category,top_category_revenue_pct
2024-08,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,9498,5235,2397.5,667.96,2964,29.1,0,0,0,7.84,21,90.2,4.4,4.3,35,3.89,66.9,Bakery,12.3
2024-09,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,10840,7080,2622.5,537.82,3913,54.6,0,0,0,6.67,18,92.3,2.9,6.7,42,3.4,82.4,Beverages,13
2024-10,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,11755,7765,2406.3,691.74,4075,29.9,0,0,0,6.57,20,94.2,3.3,6,38,4.41,88.6,Frozen Foods,11.8
2024-11,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,12443,7011,2758.9,333.94,2923,51.5,0,0,0,7.55,7,96.7,3.2,4.8,43,3.62,72.8,Household Cleaning,14.1
2024-12,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,11424,8216,2694,698.76,5335,56,0,0,0,7.05,28,92.6,3.5,7.4,37,3.58,75.5,Dairy & Eggs,19.8
2025-01,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,9176,5436,2213.1,691.44,2319,38,0,0,0,2.3,28,88.3,4,3.5,2,4.18,71.9,Bakery,21.2
2025-02,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,9500,7064,2273.2,890.91,2579,52.1,0,0,0,5.63,3,93.3,2.2,2.1,42,4.49,78.4,Cooking Essentials,14.1
2025-03,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,10684,7375,2532.5,391.24,2561,50.5,0,0,0,7.16,22,98.5,2,1.9,14,3.82,70.6,Ready to Eat,11.5
2025-04,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,11202,8117,2331.5,470.36,3712,51.3,0,0,0,2.6,21,93.4,1.9,2,41,4.76,66.6,Fresh Produce,15.5
2025-05,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,10474,5813,2403.5,909.88,3094,56.9,0,0,0,6.41,17,98.3,1.9,4.6,41,3.79,86.1,Seasonal & Festive,21.7
2025-06,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,9802,6665,2453.4,418.67,3081,57.2,0,0,0,6.79,11,91.8,2.1,2.6,42,3.74,70.3,Personal Care,19.9
2025-07,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,10192,7621,2366.3,360.34,4214,30,0,0,0,7.55,17,94,2,4.9,16,4.13,67.5,Health & Wellness,21.2
2025-08,STR_007,FreshLane Lucknow Superstore 2,North,Lucknow,Superstore,10883,7016,2486.1,603.61,3703,44.4,0,0,0,2.58,11,93.6,4,4.9,30,3.48,87.9,Bakery,10.8
2024-01,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,6687,4476,1592.9,809.73,1663,54.3,421,95.9,16.1,5.57,24,98.8,3.9,1.7,4,3.5,77.3,Beverages,20.7
2024-02,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,7514,5267,1741.8,353.83,3095,39.4,401,97.4,14.9,6.13,16,91.2,3.9,5.8,27,4.35,88.3,International Foods,13.5
2024-03,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,8306,5897,1829.5,390.57,3406,37.5,455,96.5,17.4,9.67,16,89.5,2.3,2.9,14,4.74,83.6,Household Cleaning,10.1
2024-04,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,7873,5928,1897.7,338.42,3445,43.2,514,88.7,41.5,7.24,21,95,2.2,8.1,10,4.04,67.4,Household Cleaning,8.2
2024-05,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,8106,6118,1884,783.55,2005,49.9,158,95.7,35.8,6.26,24,95.8,2.6,5,21,4.63,77.2,Baby & Kids,13
2024-06,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,7701,4543,1916.8,514.65,2495,52.8,113,85.8,12.8,4.78,14,93,3.8,6.4,9,4.33,73.6,Baby & Kids,19.8
2024-07,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,7593,4396,1950.6,723.9,2359,37.8,370,83.1,13.9,8.69,18,90.5,4.1,3.6,36,4.36,84.9,Meat & Seafood,15.2
2024-08,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,7546,4677,1713,303.23,2472,56.1,461,94.3,34.8,7.22,12,90.9,4.2,6.5,16,4.24,65.7,Organic & Natural,14.3
2024-09,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,8138,5187,2050.5,662.65,3329,31.3,272,82.7,33.2,9.17,5,91.1,4.1,3.7,18,4.77,86.9,Organic & Natural,19.3
2024-10,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,8300,5146,2292.8,788.67,3037,36.4,533,83.8,31.9,6.26,9,89.1,2.5,1.6,10,4.1,71.9,Meat & Seafood,16.4
2024-11,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,9168,5143,2122.5,800.24,3168,53.6,449,91.5,38.3,3.53,3,88.9,2.4,7.5,19,3.45,81.2,Health & Wellness,21.9
2024-12,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,10354,7674,2295.7,324.55,3910,31.4,140,96.6,30.8,8.49,21,97.7,3.3,5.4,27,4.05,72.5,Staples & Grains,14.1
2025-01,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,7818,5097,1783.4,904.77,2612,46.9,304,93.2,16.1,6.05,7,89.1,2.8,5.2,21,4.38,93.4,Household Cleaning,16.4
2025-02,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,8224,4657,1849.4,723.87,1811,38.9,270,82.7,12.8,4.23,8,98.7,2.7,5.1,11,3.69,82.2,International Foods,11.9
2025-03,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,7869,4341,1932.9,283.85,1635,29.1,117,87.4,35.3,6.5,18,93.6,2.6,8.5,30,4,64.9,International Foods,16.6
2025-04,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,7906,5937,1905.4,635.19,2806,49.1,526,84.1,17.3,5.14,11,92.6,2.9,8.3,32,4.47,82.1,Fresh Produce,12.3
2025-05,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,8952,4926,2166.9,854.84,2575,29.5,190,83,28.5,7.39,4,89.3,2.8,4.9,26,3.95,66,Pet Supplies,13.9
2025-06,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,8499,5367,1743.1,336.13,3379,48.1,370,87.8,28.2,2.18,16,95,4.3,6.1,16,4.71,85.9,Snacks & Confectionery,9.7
2025-07,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,8607,5015,1723.2,653.78,1525,40.7,197,89.8,27.6,2.44,20,89.4,3.3,4.1,23,4.49,83.5,Dairy & Eggs,19.8
2025-08,STR_008,FreshLane Jaipur Superstore 2,North,Jaipur,Superstore,8510,5219,1899.5,751.08,2125,51.7,270,94.8,36,8.7,3,98.1,3,3.9,19,4.27,74.2,International Foods,16.4
2024-01,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,928,602,156.2,396.8,210,54.7,260,84.5,8.9,7.07,21,95,2.7,2,42,4.01,72.3,International Foods,17.5
2024-02,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,968,752,164.8,432.52,345,48.6,162,89.8,8.9,5.99,11,98.6,2.8,1.8,35,3.45,74.8,Fresh Produce,10.2
2024-03,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,917,565,185.7,600.97,347,31.5,637,87,38.2,6.74,5,97.1,4.5,3.7,28,4.84,74.9,Frozen Foods,13.4
2024-04,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,988,669,181.8,387.9,327,50.9,578,89,18.3,4.1,10,90.1,2,4.1,24,3.81,93.9,Health & Wellness,15.8
2024-05,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,999,651,185,377.44,337,42.7,328,97.9,37.9,6.9,13,94.3,3.5,3,3,3.99,63.3,Health & Wellness,14.7
2024-06,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,990,751,165.3,954.82,415,44,581,84.1,34.9,3.06,3,96.7,2.5,8.1,37,4.82,66.9,Seasonal & Festive,14.5
2024-07,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1047,717,172.4,884.48,309,36.6,200,94.2,21.1,6.04,8,93.4,3.4,8,24,4.87,75.5,Seasonal & Festive,19.6
2024-08,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1035,616,179.2,949.23,208,53.6,340,95.6,38.4,2.58,11,97.7,3,5.3,5,4.34,92.6,Health & Wellness,8.3
2024-09,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1040,737,192.7,785.89,255,37,309,94.9,17.5,3.72,18,98.5,1.8,9,29,4.42,89.3,Seasonal & Festive,12.1
2024-10,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1058,762,213.6,863.9,266,50.6,611,92.5,34,8.61,10,94.7,2,5.2,40,3.52,75.4,Meat & Seafood,13.7
2024-11,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1124,827,208.4,357.7,522,30.2,774,90.4,18.2,2.69,6,93.5,3.9,6.8,7,3.48,64.4,Health & Wellness,13.6
2024-12,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1208,887,210.3,476.7,554,40.2,765,87.1,24.2,3.84,13,95,4.4,6,22,3.94,83.4,Seasonal & Festive,9.7
2025-01,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1014,694,170,594.54,359,30.2,435,85.9,32.3,8.43,13,96.8,3.3,5.4,10,3.61,87.6,Snacks & Confectionery,11.8
2025-02,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1009,701,171.8,373.68,223,50.5,259,82,25.4,2.46,21,91,3.7,2,33,4.66,62.1,Health & Wellness,11.5
2025-03,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1093,691,180.3,351.32,272,53.3,268,94.6,38.3,5.44,18,98,2.8,8.7,3,3.53,84.7,Dairy & Eggs,14.9
2025-04,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1055,581,196.2,772.7,208,49.4,480,97.5,33.9,9.42,3,95.7,2.6,2.3,9,4.57,83.3,Household Cleaning,8.7
2025-05,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1061,689,210.7,630.28,317,34.3,309,87.9,9.8,8.01,27,92.6,4,7.9,31,3.72,83.7,Pet Supplies,14.6
2025-06,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1105,762,174.8,754.47,307,32.1,457,93.8,18.7,7.07,16,92.3,3.7,3,10,4.74,71.5,Pet Supplies,13.1
2025-07,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,958,585,169.1,641.1,346,28.4,299,87.4,8.7,3.06,6,92.6,3.1,4.5,21,4.2,81.6,Household Cleaning,8.1
2025-08,STR_009,FreshLane Delhi Neighbourhood 3,North,Delhi,Neighbourhood,1047,739,204.6,643.32,302,51.2,532,90.3,41.2,3.07,7,88.2,3.9,7.6,26,3.58,70.8,Personal Care,8.2
2024-01,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,7533,4787,1690.2,523.67,1438,37,333,97.6,36.8,2.28,20,97.9,3.9,7.4,22,4.09,75.1,Pet Supplies,12.2
2024-02,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,7097,4693,1683.1,452.62,2635,42.2,93,97.3,40.1,8.15,28,98.9,3.3,8.7,33,3.51,74.1,Seasonal & Festive,11.2
2024-03,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,7568,5522,1723,715.69,2774,32.4,443,92.2,21.2,7.29,17,90.9,2.7,8.4,37,3.84,77.5,Personal Care,20.5
2024-04,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,8389,4629,1728.7,383.11,2410,41.4,135,97.3,26,3.96,17,93.5,3.6,2.1,2,3.81,88.6,Baby & Kids,14.4
2024-05,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,8263,4859,1888.1,310.73,2215,34.3,96,95.5,41.4,8.21,12,97.4,2.5,8.7,44,3.7,93.4,Meat & Seafood,21.9
2024-06,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,8140,4962,2014,678.68,2247,45.8,103,92,41.4,3.56,15,96.7,4.3,8.6,38,4.84,79.2,Personal Care,21.7
2024-07,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,8112,5801,1695.1,613.83,2242,47.2,369,84.6,27.2,8.04,27,93.5,1.8,1.6,45,3.94,92.6,Fresh Produce,11.2
2024-08,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,8126,6054,1753.2,505.17,3360,30.9,267,82.5,24.4,7.2,21,89.3,2.6,4.5,31,4.78,94.8,Cooking Essentials,8.6
2024-09,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,8715,6305,1902,554.72,3918,56.5,353,87.7,34.8,4.03,22,94.2,2.8,6.4,38,3.76,68.3,Staples & Grains,20.9
2024-10,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,8600,4807,2146,434.6,1502,33.3,541,86.5,40.3,6.58,25,92.8,3.4,5.4,4,4.54,71.3,International Foods,12.9
2024-11,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,10288,6650,2459.9,904.79,3811,42.3,364,85.3,28.1,3.53,7,91.6,4.1,3.1,34,3.51,64.3,Health & Wellness,21.2
2024-12,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,10017,7435,2292.5,847.62,3094,48.8,534,92.5,13.2,8.84,6,93.9,2.6,4.7,44,3.46,66.2,Staples & Grains,18.7
2025-01,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,7038,3959,1755.4,645.76,2536,34.8,191,86.9,15.8,2.11,3,96,4.4,3.2,37,4.39,86.5,Meat & Seafood,19.9
2025-02,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,7985,5700,1812.2,507.71,3339,33.4,231,96.4,35.4,9.68,8,96.3,2.9,5.9,2,4.39,64.6,Organic & Natural,15.6
2025-03,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,8715,5963,1836.8,826.44,3776,29.3,192,91.6,18.1,7.6,12,96.3,2.1,5.4,27,4.16,74.2,Frozen Foods,21.1
2025-04,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,9058,5943,2087.5,780.03,3698,48.8,414,95.8,17.3,8.31,15,90.1,2.7,4,45,4.87,90.3,Snacks & Confectionery,17.8
2025-05,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,9009,5983,2053.8,942.96,2591,32.9,445,93.8,21.1,2.29,15,97.2,1.8,6.8,33,4.86,76.4,International Foods,11.3
2025-06,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,8619,6657,2071,662.5,2117,43.1,396,95.8,14.1,8.26,25,94.1,2.9,2.5,4,4.7,67.2,Frozen Foods,12.3
2025-07,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,7981,5851,2070.3,750.89,2268,46.7,326,95.3,38.8,2.19,18,95.4,1.9,5.6,14,3.83,72.1,Seasonal & Festive,12.9
2025-08,STR_010,FreshLane Chandigarh Superstore 3,North,Chandigarh,Superstore,8596,5527,1902.4,792.89,1790,51.5,202,88.9,31.3,4.66,12,88.6,2.8,8.6,43,4.36,84.2,International Foods,16.9
2024-01,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,6717,4123,1668,350.96,1635,41,446,83.1,25.6,3.48,18,98.7,2.1,4.5,25,4.51,85.3,Household Cleaning,13.9
2024-02,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,7016,4190,1644.1,464.99,1965,36.1,183,92.5,40.9,6.75,7,88.8,2,8.6,30,3.85,65,Seasonal & Festive,16.4
2024-03,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,7651,4234,1802.7,467.18,2700,35.5,359,93.3,28.7,4.51,12,91,3.4,8,35,4.82,65.5,Baby & Kids,10.2
2024-04,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,8202,4893,1871.3,898.1,2474,49,368,88.5,8.5,6.59,23,90.8,3,8.7,44,4,89.7,Cooking Essentials,10.6
2024-05,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,7948,4386,1977,351.33,1981,30.8,403,96.6,22.8,4.09,21,92.8,3.8,1.6,31,4.28,82.2,Snacks & Confectionery,16.9
2024-06,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,7119,4241,1806.8,343.97,2574,50.2,71,86,15.3,4.19,9,90.7,2,4.9,18,4.5,82,Seasonal & Festive,17.4
2024-07,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,6855,5039,1869.4,866.94,2963,56,296,85.2,29,7.82,11,96.1,3.2,2,15,3.96,92.4,Personal Care,16.2
2024-08,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,7548,5705,1669.8,537.91,3042,51.6,263,92.1,16.4,7.53,26,92.7,3,6.4,19,4.8,64.1,Snacks & Confectionery,19.5
2024-09,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,7627,4722,1820.3,295.34,2247,29.7,293,96.8,11.6,7.99,24,92.5,3.6,3.5,32,3.64,67.3,Household Cleaning,9
2024-10,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,8227,6065,2087.8,897.18,3273,31.3,221,87,16.5,6.07,17,93.9,2.8,4.2,23,4.64,88,Seasonal & Festive,12.3
2024-11,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,9731,6145,2322.6,508.72,2930,56.2,543,83.6,21.4,6.36,27,93.5,2.3,7.9,18,4.42,89.7,Personal Care,20
2024-12,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,9811,5757,2175.1,707.38,3084,33.4,462,85.7,12,3.37,5,88,3.7,7,37,4.17,67.3,Seasonal & Festive,9.2
2025-01,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,6660,4032,1571,903.6,1709,31.2,147,90.3,28.7,3.99,14,88.6,2.9,3.3,26,3.73,93.7,Baby & Kids,16.6
2025-02,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,7694,5188,1749.2,580.26,2820,49.1,135,90,22,8.8,26,94.9,3.2,2.4,10,4.31,65.9,Personal Care,12.7
2025-03,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,7498,4799,1927,424.38,2944,34.1,286,88.7,8.6,8.2,3,88.8,3.1,5.7,19,4.34,84.7,Bakery,11.5
2025-04,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,7480,5552,1978.6,654.96,3261,53.3,282,87.3,34.9,5.57,13,90,4.1,8.1,29,4.1,64.5,Cooking Essentials,13.4
2025-05,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,8597,4860,2066.9,422.43,2950,39.7,310,97.5,10.3,7.09,25,88.8,2.8,7.5,31,4.05,94.9,Snacks & Confectionery,15.8
2025-06,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,7645,4859,1733.8,525.36,1574,39.1,265,93.6,30.3,7.56,8,88.1,2.4,6.5,35,4.13,62.2,Cooking Essentials,19.3
2025-07,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,8129,5904,1835.1,326.52,2977,51.5,384,94.8,25.6,3.18,19,95.4,3.5,7.1,45,3.65,68.4,Cooking Essentials,20.5
2025-08,STR_011,FreshLane Lucknow Superstore 3,North,Lucknow,Superstore,8271,5685,2007.2,811.1,3007,54.7,317,92.1,13.3,5.75,6,95.9,2.5,3,7,3.87,70,Staples & Grains,11
2024-01,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,8299,4711,1820.4,411.54,2561,39.5,0,0,0,8.43,9,95.3,3.9,3.5,4,4.44,70.7,Pet Supplies,21.1
2024-02,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,8412,4995,1853.7,468.66,2712,34.6,0,0,0,6.68,9,90.9,3.6,7.6,41,4.57,87.1,Staples & Grains,10.6
2024-03,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,8021,5209,2083.5,537.84,1619,35.8,0,0,0,2.36,3,97.7,2.5,5.7,7,3.46,84,Ready to Eat,12.5
2024-04,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,9322,7058,2203.8,507.7,4578,52.8,0,0,0,8.61,12,90.7,3.4,2,31,3.54,95,Meat & Seafood,12.6
2024-05,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,9204,7174,2192.4,880.62,2758,29.2,0,0,0,5.27,23,89.4,1.9,4.2,9,4.58,80.7,Fresh Produce,12.4
2024-06,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,8708,6320,1876.8,290.07,3275,50.9,0,0,0,2.4,19,97.2,3.5,5.7,11,4.34,90.5,Ready to Eat,16.2
2024-07,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,8519,5552,2155,809.71,3040,39.7,0,0,0,3.86,22,94.6,4.3,8.5,31,3.91,79.4,International Foods,11
2024-08,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,9268,6812,2196.5,734.66,3748,45.8,0,0,0,2.51,22,93,3.6,6.6,13,3.96,93.1,Personal Care,10.3
2024-09,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,9030,6313,2187.5,768,2502,32.7,0,0,0,7,12,94.6,2.3,6.8,19,4.08,84,Dairy & Eggs,19.7
2024-10,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,9391,6481,2091.1,825.37,3531,53.1,0,0,0,8.28,26,98.6,3.2,5.2,6,4,67.1,Staples & Grains,16
2024-11,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,10073,6913,2642.9,688.23,2932,29.6,0,0,0,2.34,19,92.7,2,6.1,3,4.72,91.1,Beverages,17.2
2024-12,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,10301,6131,2703.1,900.27,3421,36.6,0,0,0,8.28,15,99,1.9,8.2,12,4.33,94.1,Dairy & Eggs,14.5
2025-01,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,8717,4928,1758.2,514.7,3160,52.5,0,0,0,8.66,28,98.3,2,4.4,26,3.51,69,International Foods,11.2
2025-02,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,8684,5110,1942.1,350.68,1796,57.2,0,0,0,7.95,7,98.6,3,3.6,19,4.6,72.8,Dairy & Eggs,12.2
2025-03,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,8713,5504,1966.6,459.52,2949,29.9,0,0,0,3.72,2,96.9,2.2,4.1,20,4.7,67.1,Meat & Seafood,9.2
2025-04,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,9267,6810,2082.1,674.39,2369,45.4,0,0,0,5.99,12,89.6,3.5,3.6,19,4.13,64.7,Organic & Natural,14.4
2025-05,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,9093,5876,2330.8,319.89,2705,49.8,0,0,0,6.52,22,95.3,3.9,8,35,3.87,79.8,Pet Supplies,19.8
2025-06,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,9714,5778,2265.8,540.03,2723,50.2,0,0,0,5.89,17,93.3,4.1,4.2,9,4.69,75.4,Pet Supplies,12.6
2025-07,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,8849,5266,2189.3,368.2,3333,33.3,0,0,0,6.47,16,94.4,3.1,6.3,18,3.74,80.2,Snacks & Confectionery,13.2
2025-08,STR_012,FreshLane Jaipur Superstore 3,North,Jaipur,Superstore,9338,5533,1971.6,679.61,2199,34.6,0,0,0,3.51,27,97.1,2.6,8.5,8,4.85,80.9,Household Cleaning,10
2024-01,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2203,1493,393.1,340.91,889,51.9,0,0,0,3.45,7,95.4,2.4,3.1,30,4.71,70.2,Cooking Essentials,11.7
2024-02,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2045,1419,458.4,834.82,798,32.6,0,0,0,5.63,24,91.9,2.1,5.1,12,4.78,63.3,Fresh Produce,12.1
2024-03,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2209,1452,421.8,915.9,672,50.8,0,0,0,3.29,25,93.4,3,6,22,4.9,87.4,Personal Care,13.6
2024-04,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2490,1486,424.4,301.32,622,43.3,0,0,0,6.84,20,98,3.2,5.3,44,3.48,63.2,Snacks & Confectionery,15.7
2024-05,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2366,1314,490,392.48,600,35.1,0,0,0,2.48,7,96,2.1,6.1,40,3.82,67.7,Health & Wellness,13.3
2024-06,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2405,1392,431,805.54,794,35.1,0,0,0,7.32,28,94.2,4.3,4.4,28,3.5,62.6,Pet Supplies,19.6
2024-07,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2279,1434,459.9,444.1,445,56.8,0,0,0,7.24,12,98.3,2.5,6.1,6,4.42,72.5,Health & Wellness,19.9
2024-08,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2484,1524,479.4,797.35,607,56.9,0,0,0,2.18,23,95.9,3.7,6.2,7,4.89,72.3,Beverages,12.8
2024-09,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2273,1429,462.7,462.73,846,56.1,0,0,0,3.53,6,92.1,4.3,2,31,3.54,67.4,Household Cleaning,16.3
2024-10,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2527,1681,562.1,592.7,649,42.1,0,0,0,7.2,9,96.3,3.8,5.8,1,4.76,89,Cooking Essentials,18.6
2024-11,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2619,1840,488.1,428.71,816,40.1,0,0,0,8.91,14,97.9,4.3,3.9,16,4.44,71,Organic & Natural,10.7
2024-12,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2768,2051,542.2,580.97,701,50,0,0,0,6.19,26,91.2,3.1,3.7,18,4.29,76.3,Household Cleaning,10.3
2025-01,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2092,1316,432,911.69,732,47.8,0,0,0,9.27,11,97,3.3,6.4,38,4.75,75.2,Fresh Produce,12.6
2025-02,STR_013,FreshLane Delhi Express 4,North,Delhi,Express,2171,1246,481.9,840.69,625,41.9,0,0,0,3.01,10,98.8,2.4,2,42,4.29,86.4,Baby & Kids,8.5
